workerid,trial_type,order,error,response,type,id,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
2,practice_trial,1,TRUE,0,filler,low_right,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
2,practice_trial,2,FALSE,1,filler,high_right,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
2,one_slider,3,NA,0.69,prime,dealership,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
2,one_slider,4,NA,0.45,prime,mail,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
2,one_slider,5,NA,0.69,prime,birthday,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
2,one_slider,6,NA,0.4,prime,inherit,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
2,one_slider,7,NA,0.63,crit,party,english,2,Male,40,no,perceptions of language,Yes,0.2,2,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3ND9UOO81L1Z67I2OQJGGONJ2NBWLR,2,Approved,Sat May 26 05:06:24 PDT 2018,Fri May 25 12:25:24 PDT 2018,Fri May 25 12:26:24 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog,0.9427666667
3,practice_trial,1,FALSE,0.44,filler,low_right,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
3,practice_trial,2,FALSE,0.51,filler,high_right,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
3,one_slider,3,NA,0.34,prime,birthday,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
3,one_slider,4,NA,0.67,prime,inherit,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
3,one_slider,5,NA,0.5,prime,mail,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
3,one_slider,6,NA,0.35,prime,dealership,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
3,one_slider,7,NA,0.68,crit,party,eng,1,Female,25,no,not sure,Yes,yes,2,Windows,768,1366,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3SNVL38CI5RF83UFMZ7EPU31L7PKC4,3,Approved,Sat May 26 05:06:39 PDT 2018,Fri May 25 12:25:23 PDT 2018,Fri May 25 12:26:39 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_eitherorprime_orthog,1.030683333
4,practice_trial,1,FALSE,0.08,filler,low_right,English ,1,Female,24,No.,This was testing the judgements about the sentences of English. ,Yes,0.2,3,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3M0BCWMB8WVNTYWQXDUM2LREQTYBWK,4,Approved,Sat May 26 05:06:52 PDT 2018,Fri May 25 12:24:57 PDT 2018,Fri May 25 12:26:52 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,1.845566667
4,practice_trial,2,FALSE,0.84,filler,high_right,English ,1,Female,24,No.,This was testing the judgements about the sentences of English. ,Yes,0.2,3,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3M0BCWMB8WVNTYWQXDUM2LREQTYBWK,4,Approved,Sat May 26 05:06:52 PDT 2018,Fri May 25 12:24:57 PDT 2018,Fri May 25 12:26:52 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,1.845566667
4,one_slider,3,NA,0.84,prime,dealership,English ,1,Female,24,No.,This was testing the judgements about the sentences of English. ,Yes,0.2,3,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3M0BCWMB8WVNTYWQXDUM2LREQTYBWK,4,Approved,Sat May 26 05:06:52 PDT 2018,Fri May 25 12:24:57 PDT 2018,Fri May 25 12:26:52 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,1.845566667
4,one_slider,4,NA,0.85,prime,mail,English ,1,Female,24,No.,This was testing the judgements about the sentences of English. ,Yes,0.2,3,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3M0BCWMB8WVNTYWQXDUM2LREQTYBWK,4,Approved,Sat May 26 05:06:52 PDT 2018,Fri May 25 12:24:57 PDT 2018,Fri May 25 12:26:52 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,1.845566667
4,one_slider,5,NA,0.8,prime,inherit,English ,1,Female,24,No.,This was testing the judgements about the sentences of English. ,Yes,0.2,3,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3M0BCWMB8WVNTYWQXDUM2LREQTYBWK,4,Approved,Sat May 26 05:06:52 PDT 2018,Fri May 25 12:24:57 PDT 2018,Fri May 25 12:26:52 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,1.845566667
4,one_slider,6,NA,0.7,prime,birthday,English ,1,Female,24,No.,This was testing the judgements about the sentences of English. ,Yes,0.2,3,Mac,900,1440,Chrome,3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,373MH2DFEYZMZFBQ6491XEERMLCBHZ,Participate in a Linguistics Experiment!,Provide your judgments about sentences of English.,language research stanford fun cognitive science university explanations,$0.20,Fri May 25 12:23:35 PDT 2018,220,0,0,220,Reviewable,NotReviewed,1 cond,1800,60000,Sun Jun 24 12:23:35 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3TUOHPJXYHWRJH1XC7H23ZNJXBVXWR,3M0BCWMB8WVNTYWQXDUM2LREQTYBWK,4,Approved,Sat May 26 05:06:52 PDT 2018,Fri May 25 12:24:57 PDT 2018,Fri May 25 12:26:52 PDT 2018,Sat May 26 05:06:55 PDT 2018,,,,,[],or_noprime_orthog_firstconj,1.845566667
